GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1,2023:Q2,2023:Q3,2023:Q4,2024:Q1,2024:Q2,2024:Q3,2024:Q4,2025:Q1,2025:Q2,2025:Q3,2025:Q4,2026:Q1
 "45000","South Carolina",5,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",143009.5,144260.7,145864.6,147648.3,151216.5,152599.9,153875.0,156122.2,158039.2,161656.6,164461.9,165747.6,164045.4,165220.3,165446.1,163173.2,162227.5,161174.9,161953.8,164165.6,164051.3,166368.6,167683.9,168965.5,170248.4,173105.6,173346.1,174678.8,177805.9,178193.8,179184.3,178831.5,183835.4,183506.3,187619.5,190111.9,191021.8,195549.7,197733.0,198673.1,202855.1,205532.5,209913.0,211739.7,213904.6,217013.0,218434.5,220869.7,222772.1,223512.1,225071.2,228394.9,232002.3,235683.7,237740.0,240820.8,244175.7,246576.5,251829.1,255721.6,249167.7,233787.1,255584.3,257271.9,261249.9,269701.8,274820.6,284087.3,291450.6,301724.0,309000.0,318105.3,323924.0,328020.5,337259.2,342583.6,348621.1,354148.4,358994.5,366533.6,369592.7,375755.0,383139.5,386835.0,393027.7
 "46000","South Dakota",4,SQGDP1,1,"...","Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",39393.9,39091.8,39295.1,39541.5,39813.7,40162.1,40021.6,39849.2,41835.4,41937.7,41325.0,41486.5,44256.5,43656.3,43207.6,41993.6,43553.1,44083.8,44845.0,44541.3,44041.6,44200.3,45370.7,45630.3,46545.6,47141.7,47340.2,49493.9,49689.4,49440.0,46762.0,48724.1,48296.2,48660.3,48725.5,48758.3,50066.1,50160.7,49511.7,48825.0,50197.0,50374.4,50731.0,52140.5,50285.6,50775.4,51920.0,52076.3,52653.8,52015.6,51261.5,50529.4,52443.0,51531.0,51736.3,52041.0,51482.2,51877.8,52929.0,53751.8,53387.8,50458.8,54276.0,55274.3,55480.6,56390.7,56165.6,56024.8,55733.4,55467.0,55235.7,54592.8,56773.7,56651.7,57546.4,58040.4,57438.6,57845.3,57732.4,57855.7,57407.4,58142.2,59035.0,59476.3,59229.9
 "46000","South Dakota",4,SQGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",76.322,75.737,76.131,76.608,77.136,77.811,77.539,77.205,81.053,81.251,80.064,80.377,85.743,84.581,83.711,81.359,84.381,85.409,86.884,86.295,85.327,85.635,87.902,88.405,90.178,91.333,91.718,95.890,96.269,95.786,90.598,94.399,93.570,94.275,94.402,94.465,96.999,97.182,95.925,94.594,97.253,97.596,98.287,101.018,97.424,98.373,100.591,100.894,102.012,100.776,99.315,97.897,101.604,99.837,100.235,100.825,99.743,100.509,102.546,104.140,103.435,97.760,105.155,107.090,107.489,109.252,108.816,108.544,107.979,107.463,107.015,105.769,109.994,109.758,111.491,112.448,111.283,112.071,111.852,112.091,111.222,112.646,114.376,115.231,114.753
 "46000","South Dakota",4,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",30962.2,30853.1,31146.6,31455.5,32027.6,32532.4,32768.7,32908.3,35005.5,35356.2,35156.0,35612.7,37873.6,37350.1,36938.8,35594.7,36219.8,36487.3,36959.1,37262.4,37090.6,37495.5,38778.1,39468.5,40775.6,41610.5,42161.4,43783.4,44450.1,44578.7,42576.7,44903.6,45280.8,45476.2,45672.9,45564.4,47090.7,47837.7,47102.8,46608.3,47676.2,48149.5,48755.1,50134.6,48385.0,49348.6,50633.5,51003.3,52159.2,51864.0,51386.8,51050.2,53418.2,52900.8,53221.5,53857.6,53537.6,54384.3,55900.2,56880.9,56978.4,53179.5,57836.2,59395.2,60443.1,63316.6,64356.1,65234.9,67442.9,69337.5,70319.5,70602.5,73636.2,73630.6,75027.2,75541.0,75511.6,76448.7,77039.9,78182.9,78599.8,79766.1,81595.3,82639.8,82508.1
 "47000","Tennessee",5,SQGDP1,1,"...","Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",286227.3,287236.7,290621.3,292171.7,293896.3,296505.5,294877.7,297393.3,290457.9,292761.7,295408.7,300651.0,300121.1,301710.8,300949.5,291326.0,288652.9,286258.0,285330.1,288994.4,291131.9,291739.4,292900.3,294976.2,296572.6,300370.2,302649.0,306443.8,309432.1,313034.2,311702.1,312848.2,318693.3,316471.0,318435.2,319792.2,320584.4,323248.6,325366.2,326319.3,330619.9,335474.0,337804.2,337946.2,339296.1,340680.4,344774.8,349428.4,351926.4,353399.8,355567.6,360776.0,361169.7,361390.4,363972.6,362922.2,366528.2,367562.3,372332.6,374366.6,377539.2,336801.8,374781.6,383105.6,394891.4,399254.7,401842.7,410705.9,412007.6,412769.8,415836.1,421192.7,423867.4,424460.1,430125.4,434651.7,434215.3,439684.8,443282.1,443618.6,444002.4,447439.1,452697.7,453287.4,454678.4
 "47000","Tennessee",5,SQGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",80.533,80.817,81.769,82.205,82.690,83.425,82.967,83.674,81.723,82.371,83.116,84.591,84.442,84.889,84.675,81.967,81.215,80.541,80.280,81.311,81.913,82.084,82.410,82.994,83.443,84.512,85.153,86.221,87.062,88.075,87.700,88.023,89.667,89.042,89.595,89.977,90.199,90.949,91.545,91.813,93.023,94.389,95.044,95.084,95.464,95.854,97.006,98.315,99.018,99.432,100.042,101.508,101.618,101.681,102.407,102.112,103.126,103.417,104.759,105.332,106.224,94.762,105.448,107.790,111.106,112.334,113.062,115.556,115.922,116.137,116.999,118.506,119.259,119.426,121.020,122.293,122.170,123.709,124.722,124.816,124.924,125.891,127.371,127.537,127.928
 "47000","Tennessee",5,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",227344.8,229244.1,233120.2,235647.1,239076.4,243149.0,243587.7,246604.5,243091.2,246347.6,249465.8,254141.7,254155.2,255841.7,258141.7,254048.2,253720.0,251809.7,251570.3,254662.8,256233.4,257782.8,259019.4,261594.7,263613.2,268268.6,272107.8,276230.2,281021.1,286387.8,286902.9,289278.1,295500.0,293896.4,297142.5,300486.3,301430.1,305803.7,309925.0,312635.2,318864.7,325689.9,329858.9,331116.3,333377.7,336461.7,340891.5,346670.0,350148.8,352132.5,356178.0,363210.6,365580.9,368460.5,372258.0,372553.4,378669.1,382211.4,389092.6,393358.8,399937.5,356851.3,399842.6,409723.0,425947.8,437117.7,446675.2,463937.9,474581.7,484564.7,494703.5,508498.1,518982.8,524809.2,536266.4,544928.9,548931.9,559342.9,566351.4,570178.8,575428.1,584444.0,596585.6,602812.1,610189.3
 "48000","Texas",6,SQGDP1,1,"...","Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",1145464.0,1138105.3,1139410.5,1150672.5,1199085.1,1216269.5,1230076.3,1255158.1,1268400.5,1291796.4,1294241.5,1300876.2,1284436.7,1281165.1,1281540.1,1301624.2,1289023.9,1276382.5,1282525.3,1294309.2,1310711.2,1315872.0,1328624.8,1337028.3,1348985.4,1365201.1,1370137.8,1396375.3,1417027.1,1431760.8,1438761.1,1465868.6,1487916.8,1505441.2,1522933.2,1530935.0,1521271.1,1549853.2,1574744.4,1592675.7,1635187.0,1619894.5,1637102.1,1644324.6,1636233.0,1631766.4,1634400.9,1633052.8,1642860.4,1654182.7,1672558.3,1699650.7,1719792.7,1742497.8,1755960.0,1767922.5,1772384.2,1790077.5,1826002.2,1838480.4,1807085.1,1687609.8,1803693.0,1832565.0,1866112.8,1898855.4,1915349.8,1941731.7,1949201.5,1948982.0,1979467.7,2023005.0,2089240.6,2120627.5,2154934.7,2185343.9,2181915.6,2212455.3,2240377.7,2253024.5,2235879.6,2272749.3,2296179.5,2304004.8,2309086.3
 "48000","Texas",6,SQGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",68.701,68.260,68.338,69.014,71.917,72.948,73.776,75.280,76.075,77.478,77.624,78.022,77.036,76.840,76.863,78.067,77.311,76.553,76.922,77.628,78.612,78.922,79.687,80.191,80.908,81.880,82.176,83.750,84.989,85.872,86.292,87.918,89.240,90.291,91.341,91.820,91.241,92.955,94.448,95.523,98.073,97.156,98.188,98.621,98.136,97.868,98.026,97.945,98.533,99.212,100.315,101.940,103.148,104.509,105.317,106.034,106.302,107.363,109.518,110.266,108.383,101.217,108.180,109.911,111.923,113.887,114.876,116.459,116.907,116.894,118.722,121.333,125.306,127.188,129.246,131.070,130.864,132.696,134.371,135.129,134.101,136.312,137.717,138.187,138.491
 "48000","Texas",6,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",979180.9,985174.8,1009497.3,1041130.6,1077411.6,1100940.7,1118552.2,1136041.5,1158163.4,1196086.0,1207838.6,1232171.9,1238020.5,1272828.8,1273176.0,1228542.6,1183070.7,1163069.0,1172429.9,1198102.6,1233658.6,1241765.2,1262211.1,1285008.1,1314469.6,1350208.5,1358688.0,1383741.6,1408082.7,1416282.9,1429733.6,1464252.9,1492122.4,1515528.4,1545364.7,1554112.3,1560108.6,1595397.0,1613690.3,1599514.7,1590017.6,1584178.2,1587539.9,1582207.8,1557600.8,1577979.1,1590932.1,1605414.1,1630275.9,1644935.4,1671860.6,1722180.2,1763649.5,1802259.8,1826948.3,1839250.0,1833669.0,1854387.9,1878886.8,1892545.3,1841253.5,1682772.5,1831701.4,1886953.2,1976016.2,2071330.1,2152186.5,2268522.1,2366494.9,2480459.2,2521398.8,2539259.7,2594861.0,2597306.2,2657252.6,2699530.8,2704775.3,2759359.1,2794321.0,2820609.4,2838524.7,2878512.9,2935858.8,2964814.9,3034816.7
 "49000","Utah",7,SQGDP1,1,"...","Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",115626.4,117105.1,119202.7,121786.5,124545.0,126446.9,128259.9,130905.8,131292.8,134396.2,134347.8,135162.4,133257.1,135279.8,134696.1,131418.5,131769.7,130762.0,130597.3,130705.6,132218.2,131972.1,134122.9,136643.0,136737.6,138525.2,138598.5,139342.9,140772.7,140451.3,139951.0,141315.0,143461.6,144263.1,146228.2,146154.7,148346.6,149794.9,150510.0,151653.7,153873.5,154869.4,155696.7,157286.3,159403.2,160605.9,163660.5,166443.4,167329.5,170125.5,173780.7,177064.4,178821.6,181231.0,183349.9,185021.5,190483.4,190145.5,194646.8,195766.6,193875.5,186834.3,197876.5,202706.4,207627.6,209930.8,211720.0,215879.4,216209.4,216946.1,218142.0,220097.8,222262.0,224519.7,228316.9,230189.8,231701.2,233829.6,235190.1,236481.4,238006.3,239908.5,242309.8,242922.9,244506.1
 "49000","Utah",7,SQGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",67.195,68.055,69.274,70.775,72.378,73.484,74.537,76.075,76.300,78.103,78.075,78.548,77.441,78.617,78.278,76.373,76.577,75.991,75.896,75.958,76.838,76.695,77.944,79.409,79.464,80.503,80.545,80.978,81.809,81.622,81.331,82.124,83.372,83.837,84.979,84.937,86.210,87.052,87.468,88.132,89.422,90.001,90.482,91.406,92.636,93.335,95.110,96.727,97.242,98.867,100.991,102.900,103.921,105.321,106.552,107.524,110.698,110.502,113.117,113.768,112.669,108.577,114.994,117.801,120.661,122.000,123.039,125.457,125.648,126.076,126.771,127.908,129.166,130.478,132.684,133.773,134.651,135.888,136.679,137.429,138.315,139.421,140.816,141.173,142.093
 "49000","Utah",7,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",91895.1,93826.3,96540.6,99786.2,102909.0,105615.6,107929.9,110693.9,111983.5,115420.3,115999.7,117319.2,116044.3,118400.9,118365.0,114986.7,114566.5,113328.6,113387.6,114056.3,116086.6,116462.1,118825.7,121810.8,122614.7,125171.2,125931.4,126834.0,128889.0,129008.2,129039.4,130788.9,133134.2,134200.8,136723.9,137318.3,139926.6,142165.7,143568.3,144850.4,146957.1,149118.5,150570.3,152402.4,154581.8,157220.4,160916.5,164603.8,166238.5,169489.6,174003.5,178568.5,181722.4,185671.4,188693.0,191136.1,197624.6,198390.0,203722.0,205512.2,204447.1,195624.4,209366.3,215524.1,223338.0,229361.0,235257.0,245327.8,251518.3,259354.1,264889.2,270432.5,275835.4,279871.6,286952.4,290263.8,294041.8,298445.5,301146.6,304251.1,309019.3,313044.3,319043.7,322785.4,328158.4
 "50000","Vermont",1,SQGDP1,1,"...","Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",29230.8,29132.9,29293.9,29475.3,29657.4,29490.6,29386.8,29148.7,28961.3,29225.0,29474.8,29525.4,30222.3,30322.1,30306.4,29823.9,29393.2,29261.4,29595.5,30012.9,30240.9,30836.9,31275.8,31208.9,31133.2,31588.3,31560.2,32372.6,31945.1,32335.9,31971.6,31340.0,31636.9,31517.7,31295.2,31528.7,31357.7,31610.2,32093.6,32329.1,31964.1,31968.0,32150.4,32089.0,32200.6,32198.1,32416.5,32435.5,32495.4,32472.7,32644.0,32744.8,32845.6,32915.3,32781.0,32769.2,33138.3,33068.9,33560.2,33590.3,33785.1,30060.5,32808.0,32981.4,33204.0,33398.8,33719.6,34015.0,34635.6,34894.7,34842.7,35290.5,35250.3,35338.0,35420.6,35988.8,35922.3,36283.6,36623.6,36766.3,36551.2,36739.9,37187.4,37154.3,37205.4
 "50000","Vermont",1,SQGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",89.695,89.394,89.888,90.445,91.004,90.492,90.173,89.443,88.868,89.677,90.444,90.599,92.737,93.043,92.995,91.515,90.193,89.789,90.814,92.095,92.794,94.623,95.970,95.765,95.532,96.929,96.843,99.335,98.024,99.223,98.105,96.167,97.078,96.712,96.029,96.746,96.221,96.996,98.479,99.202,98.082,98.094,98.653,98.465,98.807,98.800,99.470,99.528,99.712,99.642,100.168,100.477,100.787,101.001,100.588,100.552,101.685,101.472,102.979,103.072,103.669,92.241,100.671,101.203,101.886,102.484,103.469,104.375,106.279,107.074,106.915,108.289,108.166,108.435,108.688,110.432,110.227,111.336,112.379,112.817,112.157,112.736,114.110,114.008,114.165
 "50000","Vermont",1,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",23545.3,23576.4,23825.5,24104.7,24469.1,24479.5,24579.7,24500.2,24566.5,24914.0,25260.1,25360.2,25959.6,26076.0,26287.9,26238.2,26025.0,25938.7,26257.3,26658.8,26809.7,27402.9,27833.3,27867.3,27896.2,28417.3,28579.7,29340.8,29136.8,29669.8,29465.7,29030.1,29446.8,29413.6,29345.9,29704.2,29645.4,30073.5,30668.5,31050.4,30845.3,31020.9,31363.0,31380.3,31523.0,31710.0,31995.4,32132.5,32333.0,32378.1,32686.6,32959.2,33251.7,33532.0,33508.0,33638.8,34244.0,34386.4,35111.7,35299.1,35796.8,31881.6,35127.3,35483.4,36110.9,36824.0,37689.4,38539.0,39905.3,40930.9,41431.4,42577.2,43061.3,43574.9,44096.6,44993.4,45267.4,46030.7,46660.0,47146.2,47307.5,47920.8,48887.8,49285.1,49766.1
 "51000","Virginia",5,SQGDP1,1,"...","Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",435696.1,440626.2,445933.4,446102.5,451675.5,451146.5,450895.4,451335.0,454548.4,455549.1,459533.2,460644.8,459850.5,464445.2,465329.7,458513.4,454940.1,458521.7,460604.1,466235.1,469452.4,475379.6,478441.8,479523.4,476714.3,478945.8,479365.6,483259.9,482171.8,483030.0,484429.2,482534.5,489999.3,487581.2,488724.3,488660.3,485534.4,488846.7,490370.8,490922.5,493698.2,499128.9,501824.7,501122.6,499218.7,502962.6,506551.4,511698.2,510171.6,513422.3,516380.7,520694.0,523863.5,526704.6,530187.4,530314.6,533744.8,536849.0,545541.4,547976.6,542710.3,509416.3,540752.7,548018.2,557136.8,563312.2,567481.1,575232.5,573454.6,574729.9,582924.4,586098.5,591222.1,596129.8,601251.1,608440.9,607243.5,611835.0,615503.9,620252.5,619328.1,622001.2,628655.8,625810.6,626535.1
 "51000","Virginia",5,SQGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",84.574,85.531,86.561,86.594,87.676,87.573,87.524,87.609,88.233,88.427,89.201,89.417,89.262,90.154,90.326,89.003,88.309,89.004,89.409,90.502,91.126,92.277,92.871,93.081,92.536,92.969,93.050,93.806,93.595,93.762,94.033,93.666,95.115,94.645,94.867,94.855,94.248,94.891,95.187,95.294,95.833,96.887,97.410,97.274,96.904,97.631,98.328,99.327,99.030,99.661,100.236,101.073,101.688,102.240,102.916,102.940,103.606,104.209,105.896,106.369,105.346,98.884,104.966,106.377,108.147,109.346,110.155,111.659,111.314,111.562,113.152,113.769,114.763,115.716,116.710,118.106,117.873,118.764,119.477,120.398,120.219,120.738,122.029,121.477,121.618
 "51000","Virginia",5,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",348612.4,354831.7,361805.5,364458.5,372507.4,375442.6,377805.9,379961.9,386097.8,389268.3,394654.1,396361.8,396614.4,401264.4,405709.2,405043.1,404765.5,408385.1,410737.9,415852.6,418179.6,425101.9,428201.8,430480.1,428502.3,432007.2,434965.9,439259.4,440663.2,444061.5,447677.3,447632.0,455682.9,454237.2,457019.1,460707.2,458674.8,464004.2,468383.6,471344.2,476792.4,484653.5,489970.6,490746.9,490152.9,496574.1,501233.0,508169.7,508022.6,511903.1,517140.9,523602.0,529524.4,535484.0,540710.7,542914.1,550280.4,556064.0,567855.3,572607.3,571312.9,536760.2,573296.8,583035.9,597493.8,609541.7,620596.0,637120.1,644175.1,656473.1,674543.3,687307.2,703514.2,716321.9,729369.5,741863.8,746599.7,757687.2,766029.3,776619.1,781546.9,791229.0,807318.9,813696.8,818235.4
 "53000","Washington",8,SQGDP1,1,"...","Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",353656.5,357307.6,358068.6,364552.5,368433.6,369574.1,372581.6,377990.9,379288.1,391041.7,399727.5,406830.4,399801.0,403326.3,406554.9,394690.5,387825.6,389395.7,389816.6,396218.0,395822.5,403432.2,406403.2,408227.4,407772.7,409751.9,410108.4,418669.8,423481.1,426625.0,430093.7,425588.2,435032.1,436114.3,443173.8,443568.5,447468.6,451685.4,461886.6,463705.5,469852.5,475605.2,481172.3,480231.5,490534.3,489745.3,495659.7,506960.2,514653.3,521383.0,530953.7,541687.4,552816.4,557718.6,567438.7,569169.2,580940.3,584424.1,592072.8,597740.5,590990.0,557075.5,601905.9,598699.7,614968.4,626627.7,625479.3,637413.2,635403.0,637589.3,645454.5,653623.5,661691.4,662872.6,675387.1,683960.1,687694.4,703287.6,705972.2,711975.0,710202.4,716173.1,722171.8,721536.2,729535.7
 "53000","Washington",8,SQGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",67.086,67.779,67.923,69.153,69.889,70.105,70.676,71.702,71.948,74.178,75.825,77.173,75.839,76.508,77.120,74.870,73.568,73.865,73.945,75.160,75.084,76.528,77.092,77.438,77.351,77.727,77.794,79.418,80.331,80.928,81.585,80.731,82.522,82.728,84.067,84.142,84.881,85.681,87.616,87.961,89.127,90.219,91.275,91.096,93.051,92.901,94.023,96.166,97.626,98.902,100.718,102.754,104.865,105.795,107.639,107.967,110.200,110.861,112.312,113.387,112.106,105.673,114.177,113.569,116.655,118.866,118.649,120.912,120.531,120.946,122.438,123.987,125.518,125.742,128.116,129.742,130.450,133.408,133.918,135.056,134.720,135.853,136.990,136.870,138.387
 "53000","Washington",8,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",286739.2,291622.4,294076.5,301169.8,307486.7,310921.3,315919.9,322435.5,326570.8,338301.5,347535.1,354441.8,348653.8,351895.1,357270.7,352023.2,347446.9,348616.1,348857.1,354861.6,354367.1,362932.8,366717.1,370159.8,371464.9,374988.9,377637.3,385984.2,392605.0,397902.4,402785.0,400141.7,410769.4,412649.7,420950.4,423327.0,427896.6,434561.5,446457.5,450489.3,458268.4,466004.7,473298.1,472791.3,482834.2,483779.4,489900.2,502647.1,512328.0,520318.4,531610.4,544420.7,557501.2,565939.8,577168.8,580741.2,596493.3,603174.9,613664.4,621241.1,618718.6,582594.0,634871.9,634771.9,657139.8,680218.3,687302.5,708807.2,718298.9,730895.7,748185.6,766631.2,783299.7,791002.7,809287.5,822232.0,831633.4,855921.2,862187.0,874312.6,876760.9,889424.6,903683.2,910091.6,924525.7
 "54000","West Virginia",5,SQGDP1,1,"...","Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",67550.4,68443.6,67715.8,67845.2,68642.7,68949.2,68872.8,69135.3,68849.1,69265.5,69719.0,69662.7,69550.0,70434.7,71212.0,72670.3,72474.2,70913.9,69880.3,70277.5,70034.3,71308.7,73258.8,72693.3,71794.4,73243.0,73446.5,74216.8,73737.6,73968.2,72801.4,71990.9,73964.8,73838.7,73840.1,74152.2,72956.3,74087.8,74550.9,74850.1,74439.6,74461.3,74213.3,73931.3,74212.5,73463.2,73292.7,73084.6,74872.4,74811.3,75386.7,75619.4,76218.4,77353.2,78193.5,77861.0,76945.5,77062.2,77703.4,76937.7,76488.9,70433.5,76024.6,75971.6,76289.5,75814.4,76363.4,76456.1,76341.2,76201.6,78079.0,79574.6,79239.5,80564.2,80097.1,81558.9,82570.0,82665.7,82536.9,83093.1,82105.2,82927.7,83932.6,83717.3,84016.4
 "54000","West Virginia",5,SQGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",89.861,91.049,90.081,90.253,91.314,91.721,91.620,91.969,91.588,92.142,92.745,92.671,92.521,93.697,94.732,96.671,96.411,94.335,92.960,93.488,93.165,94.860,97.454,96.702,95.506,97.433,97.704,98.729,98.091,98.398,96.846,95.768,98.393,98.226,98.228,98.643,97.052,98.557,99.173,99.571,99.025,99.054,98.724,98.349,98.723,97.726,97.499,97.223,99.601,99.520,100.285,100.595,101.391,102.901,104.019,103.577,102.359,102.514,103.367,102.348,101.751,93.696,101.134,101.063,101.486,100.854,101.584,101.708,101.555,101.369,103.867,105.856,105.410,107.172,106.551,108.496,109.841,109.968,109.797,110.537,109.222,110.317,111.653,111.367,111.765
 "54000","West Virginia",5,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",52183.5,53428.0,54088.3,55557.4,56235.0,57132.8,57624.8,57823.7,58223.8,59324.1,59989.6,60384.1,60565.9,62935.5,64354.9,64058.5,64127.6,63620.7,63600.7,64811.2,64904.3,65446.9,67166.2,67124.2,67159.9,69557.5,69941.6,70811.5,70832.0,70885.3,70017.4,69477.9,71435.7,71479.3,71927.6,72192.0,71749.4,73277.2,73819.8,73324.2,71419.3,72417.1,71880.8,71136.5,70429.0,71031.9,71480.0,72054.4,74574.0,74471.6,75203.2,76441.1,77852.7,79548.8,80969.0,80806.9,79583.3,80123.6,80667.5,80595.1,79455.7,71078.5,79133.6,80478.4,83603.3,85437.4,88119.4,91555.2,94094.0,99382.5,101288.5,100531.2,99631.0,100232.4,101731.8,104324.4,105740.4,106745.5,106237.6,107177.1,108127.9,108138.5,110273.3,110566.7,114502.2
 "55000","Wisconsin",3,SQGDP1,1,"...","Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",279902.3,281326.0,284557.8,282476.6,286216.2,286780.0,287276.0,288314.1,288576.7,289401.7,290829.8,290612.7,288584.9,289724.5,286753.8,279755.7,273478.6,275251.9,278009.5,282377.5,282594.8,285988.2,289735.6,292293.0,290375.7,292629.8,294896.2,296754.1,300117.3,300594.6,298154.7,297164.0,299961.0,300046.8,301753.8,304440.3,303094.9,309913.4,311752.2,312942.8,314380.5,315612.4,315959.5,316798.7,317553.9,318311.7,321124.9,320098.5,320337.6,320226.5,323255.0,323728.0,328430.7,327148.2,329209.2,330541.4,330412.3,332654.2,333482.7,336477.9,328507.4,306212.3,328558.7,332779.1,330645.2,334763.8,334178.0,339807.5,340004.0,341126.1,343315.7,343055.1,343507.6,344297.0,348512.8,352115.5,350692.7,353135.8,356768.5,356931.5,355313.8,358475.1,362279.4,362343.9,363124.8
 "55000","Wisconsin",3,SQGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",86.957,87.399,88.403,87.757,88.918,89.093,89.248,89.570,89.652,89.908,90.352,90.284,89.654,90.008,89.085,86.911,84.961,85.512,86.369,87.726,87.793,88.847,90.012,90.806,90.211,90.911,91.615,92.192,93.237,93.385,92.627,92.319,93.188,93.215,93.745,94.580,94.162,96.280,96.852,97.221,97.668,98.051,98.159,98.419,98.654,98.889,99.763,99.444,99.519,99.484,100.425,100.572,102.033,101.635,102.275,102.689,102.649,103.345,103.602,104.533,102.057,95.130,102.073,103.384,102.721,104.000,103.818,105.567,105.628,105.977,106.657,106.576,106.717,106.962,108.272,109.391,108.949,109.708,110.837,110.887,110.385,111.367,112.549,112.569,112.811
 "55000","Wisconsin",3,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",223456.8,225646.4,229638.5,229008.3,234160.8,236636.1,238856.5,240634.1,243187.4,245269.0,247436.8,247457.6,245880.2,246882.2,247440.5,245769.1,242580.7,244436.7,247224.6,251053.1,250533.8,254484.7,258165.5,261453.9,260578.1,263809.6,267744.9,269643.4,274454.5,276781.4,276577.4,277200.4,281107.3,281432.6,284162.2,288463.5,287741.1,295891.9,299244.0,301802.7,304572.4,307803.8,309779.4,311062.4,312021.6,314558.0,317546.3,317554.1,318856.1,319183.8,323760.0,325747.3,332315.7,333185.8,336266.8,338808.9,340604.7,345341.5,348289.7,353390.6,348298.9,324290.4,350325.5,355849.3,356710.9,366260.9,370684.2,382333.2,390467.1,400174.3,408536.9,415102.7,421959.8,426884.2,436223.3,442588.5,444740.2,450289.6,457304.8,460860.0,462006.3,468828.0,478547.6,482767.7,487477.0
 "56000","Wyoming",7,SQGDP1,1,"...","Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",32438.9,33000.3,32043.6,32369.7,34634.2,36063.7,37523.7,38401.0,38935.5,39413.5,39545.0,40125.4,40474.9,40524.7,41111.2,44454.2,44061.4,40885.2,39453.7,37998.0,38623.8,39146.3,39629.0,39144.3,38710.7,38759.1,38793.8,39455.7,38625.0,38652.9,37613.8,37448.2,38538.6,38107.9,38296.2,38692.3,38430.0,38957.0,39544.7,40217.3,40806.2,39671.3,40111.0,39667.0,39493.3,37963.2,37250.8,36706.8,37147.2,37854.0,37702.9,37777.0,37686.3,37965.9,38057.3,38199.3,38056.4,38225.4,39043.6,38983.1,38364.3,35099.3,36340.9,36049.5,37086.8,37249.1,37089.0,37305.4,38264.5,37052.9,37236.1,38208.7,38960.0,39843.9,40273.7,40295.3,39244.4,39663.7,40167.8,40046.9,39472.3,39982.7,40271.1,40235.7,40367.9
